areaCode,areaName,areaType,date,age,rate,value
E12000007,London,region,2021-05-17,0_to_4,3017.0,8761
E12000007,London,region,2021-05-17,85_to_89,8055.2,4491
E12000007,London,region,2021-05-17,15_to_19,9605.7,22057
E12000007,London,region,2021-05-17,45_to_49,9855.7,29103
E12000007,London,region,2021-05-17,35_to_39,9972.8,37270
E12000007,London,region,2021-05-17,55_to_59,8786.3,22816
E12000007,London,region,2021-05-17,75_to_79,5125.7,5573
E12000007,London,region,2021-05-17,10_to_14,5502.5,14749
E12000007,London,region,2021-05-17,50_to_54,9555.4,27459
E12000007,London,region,2021-05-17,60_to_64,7688.2,15964
E12000007,London,region,2021-05-17,80_to_84,6094.3,5201
E12000007,London,region,2021-05-17,90+,11444.7,4372
E12000007,London,region,2021-05-17,65_to_69,5899.5,9857
E12000007,London,region,2021-05-17,70_to_74,4853.3,7290
E12000007,London,region,2021-05-17,40_to_44,10120.6,33298
E12000007,London,region,2021-05-17,30_to_34,10398.5,41393
E12000007,London,region,2021-05-17,25_to_29,11519.1,43300
E12000007,London,region,2021-05-17,20_to_24,12636.3,34437
E12000007,London,region,2021-05-17,5_to_9,3124.3,9234
E12000007,London,region,2021-05-16,20_to_24,12631.9,34425
E12000007,London,region,2021-05-16,35_to_39,9967.9,37252
E12000007,London,region,2021-05-16,70_to_74,4851.3,7287
E12000007,London,region,2021-05-16,40_to_44,10117.2,33287
E12000007,London,region,2021-05-16,25_to_29,11514.8,43284
E12000007,London,region,2021-05-16,0_to_4,3016.4,8759
E12000007,London,region,2021-05-16,90+,11444.7,4372
E12000007,London,region,2021-05-16,30_to_34,10394.8,41378
E12000007,London,region,2021-05-16,50_to_54,9551.3,27447
E12000007,London,region,2021-05-16,60_to_64,7687.3,15962
E12000007,London,region,2021-05-16,75_to_79,5125.7,5573
E12000007,London,region,2021-05-16,80_to_84,6093.1,5200
E12000007,London,region,2021-05-16,10_to_14,5491.3,14719
E12000007,London,region,2021-05-16,65_to_69,5896.5,9852
E12000007,London,region,2021-05-16,15_to_19,9600.4,22045
E12000007,London,region,2021-05-16,85_to_89,8055.2,4491
E12000007,London,region,2021-05-16,5_to_9,3120.3,9222
E12000007,London,region,2021-05-16,55_to_59,8785.1,22813
E12000007,London,region,2021-05-16,45_to_49,9854.0,29098
E12000007,London,region,2021-05-15,65_to_69,5894.7,9849
E12000007,London,region,2021-05-15,70_to_74,4851.3,7287
E12000007,London,region,2021-05-15,85_to_89,8055.2,4491
E12000007,London,region,2021-05-15,10_to_14,5486.0,14705
E12000007,London,region,2021-05-15,80_to_84,6093.1,5200
E12000007,London,region,2021-05-15,0_to_4,3016.0,8758
E12000007,London,region,2021-05-15,35_to_39,9966.3,37246
E12000007,London,region,2021-05-15,75_to_79,5124.8,5572
E12000007,London,region,2021-05-15,60_to_64,7683.9,15955
E12000007,London,region,2021-05-15,25_to_29,11510.5,43268
E12000007,London,region,2021-05-15,45_to_49,9852.3,29093
E12000007,London,region,2021-05-15,50_to_54,9549.9,27443
E12000007,London,region,2021-05-15,20_to_24,12629.3,34418
E12000007,London,region,2021-05-15,15_to_19,9597.0,22037
E12000007,London,region,2021-05-15,55_to_59,8783.6,22809
E12000007,London,region,2021-05-15,30_to_34,10392.2,41368
E12000007,London,region,2021-05-15,40_to_44,10114.5,33278
E12000007,London,region,2021-05-15,5_to_9,3118.3,9216
E12000007,London,region,2021-05-15,90+,11444.7,4372
E12000007,London,region,2021-05-14,85_to_89,8055.2,4491
E12000007,London,region,2021-05-14,90+,11444.7,4372
E12000007,London,region,2021-05-14,40_to_44,10113.0,33273
E12000007,London,region,2021-05-14,25_to_29,11508.1,43259
E12000007,London,region,2021-05-14,45_to_49,9849.9,29086
E12000007,London,region,2021-05-14,20_to_24,12624.2,34404
E12000007,London,region,2021-05-14,15_to_19,9590.4,22022
E12000007,London,region,2021-05-14,60_to_64,7683.4,15954
E12000007,London,region,2021-05-14,10_to_14,5482.3,14695
E12000007,London,region,2021-05-14,70_to_74,4850.6,7286
E12000007,London,region,2021-05-14,55_to_59,8782.4,22806
E12000007,London,region,2021-05-14,75_to_79,5124.8,5572
E12000007,London,region,2021-05-14,5_to_9,3116.6,9211
E12000007,London,region,2021-05-14,30_to_34,10388.2,41352
E12000007,London,region,2021-05-14,80_to_84,6092.0,5199
E12000007,London,region,2021-05-14,50_to_54,9548.5,27439
E12000007,London,region,2021-05-14,0_to_4,3014.6,8754
E12000007,London,region,2021-05-14,65_to_69,5893.0,9846
E12000007,London,region,2021-05-14,35_to_39,9964.5,37239
E12000007,London,region,2021-05-13,35_to_39,9961.5,37228
E12000007,London,region,2021-05-13,20_to_24,12618.7,34389
E12000007,London,region,2021-05-13,75_to_79,5123.0,5570
E12000007,London,region,2021-05-13,60_to_64,7683.4,15954
E12000007,London,region,2021-05-13,80_to_84,6090.8,5198
E12000007,London,region,2021-05-13,5_to_9,3112.8,9200
E12000007,London,region,2021-05-13,30_to_34,10385.7,41342
E12000007,London,region,2021-05-13,50_to_54,9546.0,27432
E12000007,London,region,2021-05-13,65_to_69,5890.6,9842
E12000007,London,region,2021-05-13,10_to_14,5480.1,14689
E12000007,London,region,2021-05-13,55_to_59,8780.5,22801
E12000007,London,region,2021-05-13,70_to_74,4850.6,7286
E12000007,London,region,2021-05-13,45_to_49,9847.5,29079
E12000007,London,region,2021-05-13,85_to_89,8055.2,4491
E12000007,London,region,2021-05-13,0_to_4,3014.3,8753
E12000007,London,region,2021-05-13,25_to_29,11504.2,43244
E12000007,London,region,2021-05-13,40_to_44,10109.9,33263
E12000007,London,region,2021-05-13,90+,11444.7,4372
E12000007,London,region,2021-05-13,15_to_19,9584.3,22008
E12000007,London,region,2021-05-12,5_to_9,3109.8,9191
E12000007,London,region,2021-05-12,25_to_29,11499.6,43227
E12000007,London,region,2021-05-12,30_to_34,10381.4,41325
E12000007,London,region,2021-05-12,10_to_14,5475.6,14677
E12000007,London,region,2021-05-12,40_to_44,10107.2,33254
E12000007,London,region,2021-05-12,50_to_54,9544.7,27428
E12000007,London,region,2021-05-12,90+,11444.7,4372
E12000007,London,region,2021-05-12,80_to_84,6090.8,5198
E12000007,London,region,2021-05-12,85_to_89,8055.2,4491
E12000007,London,region,2021-05-12,35_to_39,9957.8,37214
E12000007,London,region,2021-05-12,0_to_4,3013.9,8752
E12000007,London,region,2021-05-12,15_to_19,9577.8,21993
E12000007,London,region,2021-05-12,70_to_74,4849.3,7284
E12000007,London,region,2021-05-12,55_to_59,8778.2,22795
E12000007,London,region,2021-05-12,20_to_24,12615.8,34381
E12000007,London,region,2021-05-12,60_to_64,7681.0,15949
E12000007,London,region,2021-05-12,45_to_49,9844.2,29069
E12000007,London,region,2021-05-12,65_to_69,5890.0,9841
E12000007,London,region,2021-05-12,75_to_79,5123.0,5570
E12000007,London,region,2021-05-11,25_to_29,11497.2,43218
E12000007,London,region,2021-05-11,40_to_44,10102.6,33239
E12000007,London,region,2021-05-11,30_to_34,10377.9,41311
E12000007,London,region,2021-05-11,20_to_24,12612.5,34372
E12000007,London,region,2021-05-11,60_to_64,7679.6,15946
E12000007,London,region,2021-05-11,70_to_74,4847.9,7282
E12000007,London,region,2021-05-11,0_to_4,3013.6,8751
E12000007,London,region,2021-05-11,65_to_69,5889.4,9840
E12000007,London,region,2021-05-11,55_to_59,8776.3,22790
E12000007,London,region,2021-05-11,35_to_39,9953.5,37198
E12000007,London,region,2021-05-11,75_to_79,5121.1,5568
E12000007,London,region,2021-05-11,45_to_49,9841.8,29062
E12000007,London,region,2021-05-11,90+,11444.7,4372
E12000007,London,region,2021-05-11,80_to_84,6089.6,5197
E12000007,London,region,2021-05-11,50_to_54,9541.9,27420
E12000007,London,region,2021-05-11,5_to_9,3107.1,9183
E12000007,London,region,2021-05-11,10_to_14,5470.7,14664
E12000007,London,region,2021-05-11,85_to_89,8055.2,4491
E12000007,London,region,2021-05-11,15_to_19,9575.6,21988
E12000007,London,region,2021-05-10,10_to_14,5466.6,14653
E12000007,London,region,2021-05-10,20_to_24,12607.7,34359
E12000007,London,region,2021-05-10,90+,11439.5,4370
E12000007,London,region,2021-05-10,45_to_49,9837.0,29048
E12000007,London,region,2021-05-10,15_to_19,9570.8,21977
E12000007,London,region,2021-05-10,65_to_69,5887.6,9837
E12000007,London,region,2021-05-10,30_to_34,10374.4,41297
E12000007,London,region,2021-05-10,75_to_79,5120.2,5567
E12000007,London,region,2021-05-10,60_to_64,7678.1,15943
E12000007,London,region,2021-05-10,35_to_39,9948.1,37178
E12000007,London,region,2021-05-10,85_to_89,8055.2,4491
E12000007,London,region,2021-05-10,40_to_44,10099.6,33229
E12000007,London,region,2021-05-10,25_to_29,11493.0,43202
E12000007,London,region,2021-05-10,0_to_4,3012.6,8748
E12000007,London,region,2021-05-10,55_to_59,8773.2,22782
E12000007,London,region,2021-05-10,5_to_9,3105.4,9178
E12000007,London,region,2021-05-10,50_to_54,9538.0,27409
E12000007,London,region,2021-05-10,70_to_74,4845.9,7279
E12000007,London,region,2021-05-10,80_to_84,6084.9,5193
E12000007,London,region,2021-05-09,0_to_4,3011.9,8746
E12000007,London,region,2021-05-09,15_to_19,9567.3,21969
E12000007,London,region,2021-05-09,85_to_89,8055.2,4491
E12000007,London,region,2021-05-09,40_to_44,10095.3,33215
E12000007,London,region,2021-05-09,70_to_74,4843.9,7276
E12000007,London,region,2021-05-09,10_to_14,5458.8,14632
E12000007,London,region,2021-05-09,5_to_9,3102.7,9170
E12000007,London,region,2021-05-09,80_to_84,6083.8,5192
E12000007,London,region,2021-05-09,55_to_59,8770.9,22776
E12000007,London,region,2021-05-09,90+,11439.5,4370
E12000007,London,region,2021-05-09,60_to_64,7677.6,15942
E12000007,London,region,2021-05-09,50_to_54,9532.8,27394
E12000007,London,region,2021-05-09,25_to_29,11487.7,43182
E12000007,London,region,2021-05-09,45_to_49,9834.0,29039
E12000007,London,region,2021-05-09,35_to_39,9943.3,37160
E12000007,London,region,2021-05-09,65_to_69,5886.4,9835
E12000007,London,region,2021-05-09,30_to_34,10368.4,41273
E12000007,London,region,2021-05-09,75_to_79,5119.3,5566
E12000007,London,region,2021-05-09,20_to_24,12601.5,34342
E12000007,London,region,2021-05-08,30_to_34,10366.1,41264
E12000007,London,region,2021-05-08,55_to_59,8767.8,22768
E12000007,London,region,2021-05-08,35_to_39,9939.3,37145
E12000007,London,region,2021-05-08,70_to_74,4842.6,7274
E12000007,London,region,2021-05-08,40_to_44,10092.6,33206
E12000007,London,region,2021-05-08,15_to_19,9561.2,21955
E12000007,London,region,2021-05-08,0_to_4,3010.8,8743
E12000007,London,region,2021-05-08,45_to_49,9831.3,29031
E12000007,London,region,2021-05-08,20_to_24,12597.4,34331
E12000007,London,region,2021-05-08,85_to_89,8055.2,4491
E12000007,London,region,2021-05-08,80_to_84,6083.8,5192
E12000007,London,region,2021-05-08,75_to_79,5117.5,5564
E12000007,London,region,2021-05-08,50_to_54,9529.7,27385
E12000007,London,region,2021-05-08,90+,11434.3,4368
E12000007,London,region,2021-05-08,5_to_9,3100.0,9162
E12000007,London,region,2021-05-08,60_to_64,7674.7,15936
E12000007,London,region,2021-05-08,65_to_69,5885.2,9833
E12000007,London,region,2021-05-08,10_to_14,5450.6,14610
E12000007,London,region,2021-05-08,25_to_29,11484.5,43170
E12000007,London,region,2021-05-07,25_to_29,11482.1,43161
E12000007,London,region,2021-05-07,40_to_44,10091.1,33201
E12000007,London,region,2021-05-07,60_to_64,7673.3,15933
E12000007,London,region,2021-05-07,75_to_79,5117.5,5564
E12000007,London,region,2021-05-07,45_to_49,9829.3,29025
E12000007,London,region,2021-05-07,80_to_84,6083.8,5192
E12000007,London,region,2021-05-07,5_to_9,3098.6,9158
E12000007,London,region,2021-05-07,90+,11431.6,4367
E12000007,London,region,2021-05-07,55_to_59,8767.0,22766
E12000007,London,region,2021-05-07,50_to_54,9526.9,27377
E12000007,London,region,2021-05-07,85_to_89,8055.2,4491
E12000007,London,region,2021-05-07,10_to_14,5448.0,14603
E12000007,London,region,2021-05-07,70_to_74,4841.3,7272
E12000007,London,region,2021-05-07,0_to_4,3010.8,8743
E12000007,London,region,2021-05-07,65_to_69,5885.2,9833
E12000007,London,region,2021-05-07,15_to_19,9557.8,21947
E12000007,London,region,2021-05-07,20_to_24,12592.3,34317
E12000007,London,region,2021-05-07,30_to_34,10364.1,41256
E12000007,London,region,2021-05-07,35_to_39,9935.3,37130
E12000007,London,region,2021-05-06,60_to_64,7672.3,15931
E12000007,London,region,2021-05-06,40_to_44,10086.8,33187
E12000007,London,region,2021-05-06,85_to_89,8053.4,4490
E12000007,London,region,2021-05-06,50_to_54,9526.2,27375
E12000007,London,region,2021-05-06,90+,11431.6,4367
E12000007,London,region,2021-05-06,65_to_69,5882.2,9828
E12000007,London,region,2021-05-06,25_to_29,11478.1,43146
E12000007,London,region,2021-05-06,35_to_39,9932.4,37119
E12000007,London,region,2021-05-06,75_to_79,5116.5,5563
E12000007,London,region,2021-05-06,80_to_84,6082.6,5191
E12000007,London,region,2021-05-06,5_to_9,3096.9,9153
E12000007,London,region,2021-05-06,10_to_14,5443.9,14592
E12000007,London,region,2021-05-06,15_to_19,9554.7,21940
E12000007,London,region,2021-05-06,20_to_24,12588.2,34306
E12000007,London,region,2021-05-06,30_to_34,10360.1,41240
E12000007,London,region,2021-05-06,70_to_74,4840.6,7271
E12000007,London,region,2021-05-06,0_to_4,3009.1,8738
E12000007,London,region,2021-05-06,45_to_49,9826.2,29016
E12000007,London,region,2021-05-06,55_to_59,8766.7,22765
E12000007,London,region,2021-05-05,45_to_49,9823.5,29008
E12000007,London,region,2021-05-05,25_to_29,11472.2,43124
E12000007,London,region,2021-05-05,70_to_74,4840.0,7270
E12000007,London,region,2021-05-05,55_to_59,8764.3,22759
E12000007,London,region,2021-05-05,0_to_4,3008.1,8735
E12000007,London,region,2021-05-05,65_to_69,5881.6,9827
E12000007,London,region,2021-05-05,90+,11431.6,4367
E12000007,London,region,2021-05-05,35_to_39,9928.3,37104
E12000007,London,region,2021-05-05,5_to_9,3095.9,9150
E12000007,London,region,2021-05-05,75_to_79,5115.6,5562
E12000007,London,region,2021-05-05,15_to_19,9550.4,21930
E12000007,London,region,2021-05-05,60_to_64,7671.4,15929
E12000007,London,region,2021-05-05,30_to_34,10356.6,41226
E12000007,London,region,2021-05-05,85_to_89,8053.4,4490
E12000007,London,region,2021-05-05,10_to_14,5439.4,14580
E12000007,London,region,2021-05-05,20_to_24,12584.2,34295
E12000007,London,region,2021-05-05,50_to_54,9522.4,27364
E12000007,London,region,2021-05-05,40_to_44,10083.5,33176
E12000007,London,region,2021-05-05,80_to_84,6081.4,5190
E12000007,London,region,2021-05-04,55_to_59,8761.7,22752
E12000007,London,region,2021-05-04,65_to_69,5881.0,9826
E12000007,London,region,2021-05-04,45_to_49,9819.4,28996
E12000007,London,region,2021-05-04,90+,11431.6,4367
E12000007,London,region,2021-05-04,20_to_24,12580.9,34286
E12000007,London,region,2021-05-04,80_to_84,6081.4,5190
E12000007,London,region,2021-05-04,5_to_9,3093.6,9143
E12000007,London,region,2021-05-04,30_to_34,10353.3,41213
E12000007,London,region,2021-05-04,0_to_4,3007.1,8732
E12000007,London,region,2021-05-04,50_to_54,9520.3,27358
E12000007,London,region,2021-05-04,35_to_39,9924.6,37090
E12000007,London,region,2021-05-04,75_to_79,5113.8,5560
E12000007,London,region,2021-05-04,10_to_14,5433.4,14564
E12000007,London,region,2021-05-04,70_to_74,4840.0,7270
E12000007,London,region,2021-05-04,85_to_89,8053.4,4490
E12000007,London,region,2021-05-04,25_to_29,11467.7,43107
E12000007,London,region,2021-05-04,40_to_44,10078.0,33158
E12000007,London,region,2021-05-04,15_to_19,9546.9,21922
E12000007,London,region,2021-05-04,60_to_64,7669.0,15924
E12000007,London,region,2021-05-03,70_to_74,4838.6,7268
E12000007,London,region,2021-05-03,60_to_64,7668.0,15922
E12000007,London,region,2021-05-03,15_to_19,9540.8,21908
E12000007,London,region,2021-05-03,80_to_84,6081.4,5190
E12000007,London,region,2021-05-03,45_to_49,9816.0,28986
E12000007,London,region,2021-05-03,90+,11429.0,4366
E12000007,London,region,2021-05-03,5_to_9,3089.5,9131
E12000007,London,region,2021-05-03,40_to_44,10073.8,33144
E12000007,London,region,2021-05-03,75_to_79,5110.1,5556
E12000007,London,region,2021-05-03,55_to_59,8759.7,22747
E12000007,London,region,2021-05-03,35_to_39,9920.0,37073
E12000007,London,region,2021-05-03,50_to_54,9518.6,27353
E12000007,London,region,2021-05-03,25_to_29,11462.4,43087
E12000007,London,region,2021-05-03,10_to_14,5427.5,14548
E12000007,London,region,2021-05-03,65_to_69,5879.2,9823
E12000007,London,region,2021-05-03,20_to_24,12574.3,34268
E12000007,London,region,2021-05-03,85_to_89,8053.4,4490
E12000007,London,region,2021-05-03,0_to_4,3005.3,8727
E12000007,London,region,2021-05-03,30_to_34,10349.0,41196
E12000007,London,region,2021-05-02,55_to_59,8757.8,22742
E12000007,London,region,2021-05-02,5_to_9,3087.5,9125
E12000007,London,region,2021-05-02,50_to_54,9516.5,27347
E12000007,London,region,2021-05-02,75_to_79,5110.1,5556
E12000007,London,region,2021-05-02,10_to_14,5422.6,14535
E12000007,London,region,2021-05-02,25_to_29,11457.9,43070
E12000007,London,region,2021-05-02,90+,11429.0,4366
E12000007,London,region,2021-05-02,15_to_19,9535.5,21896
E12000007,London,region,2021-05-02,60_to_64,7667.0,15920
E12000007,London,region,2021-05-02,80_to_84,6081.4,5190
E12000007,London,region,2021-05-02,0_to_4,3005.0,8726
E12000007,London,region,2021-05-02,30_to_34,10346.5,41186
E12000007,London,region,2021-05-02,45_to_49,9814.0,28980
E12000007,London,region,2021-05-02,70_to_74,4838.0,7267
E12000007,London,region,2021-05-02,35_to_39,9917.4,37063
E12000007,London,region,2021-05-02,85_to_89,8051.6,4489
E12000007,London,region,2021-05-02,65_to_69,5878.6,9822
E12000007,London,region,2021-05-02,20_to_24,12570.3,34257
E12000007,London,region,2021-05-02,40_to_44,10067.1,33122
E12000007,London,region,2021-05-01,65_to_69,5877.4,9820
E12000007,London,region,2021-05-01,5_to_9,3086.1,9121
E12000007,London,region,2021-05-01,75_to_79,5109.2,5555
E12000007,London,region,2021-05-01,50_to_54,9514.4,27341
E12000007,London,region,2021-05-01,20_to_24,12568.1,34251
E12000007,London,region,2021-05-01,45_to_49,9811.3,28972
E12000007,London,region,2021-05-01,90+,11429.0,4366
E12000007,London,region,2021-05-01,70_to_74,4838.0,7267
E12000007,London,region,2021-05-01,55_to_59,8757.0,22740
E12000007,London,region,2021-05-01,35_to_39,9915.2,37055
E12000007,London,region,2021-05-01,30_to_34,10344.5,41178
E12000007,London,region,2021-05-01,25_to_29,11456.0,43063
E12000007,London,region,2021-05-01,0_to_4,3003.6,8722
E12000007,London,region,2021-05-01,60_to_64,7666.1,15918
E12000007,London,region,2021-05-01,80_to_84,6080.2,5189
E12000007,London,region,2021-05-01,40_to_44,10063.7,33111
E12000007,London,region,2021-05-01,85_to_89,8049.8,4488
E12000007,London,region,2021-05-01,15_to_19,9532.9,21890
E12000007,London,region,2021-05-01,10_to_14,5417.4,14521
E12000007,London,region,2021-04-30,80_to_84,6079.1,5188
E12000007,London,region,2021-04-30,45_to_49,9810.0,28968
E12000007,London,region,2021-04-30,15_to_19,9529.9,21883
E12000007,London,region,2021-04-30,5_to_9,3084.1,9115
E12000007,London,region,2021-04-30,70_to_74,4836.0,7264
E12000007,London,region,2021-04-30,35_to_39,9912.6,37045
E12000007,London,region,2021-04-30,50_to_54,9513.7,27339
E12000007,London,region,2021-04-30,65_to_69,5877.4,9820
E12000007,London,region,2021-04-30,60_to_64,7665.6,15917
E12000007,London,region,2021-04-30,25_to_29,11453.9,43055
E12000007,London,region,2021-04-30,90+,11429.0,4366
E12000007,London,region,2021-04-30,20_to_24,12565.1,34243
E12000007,London,region,2021-04-30,55_to_59,8755.1,22735
E12000007,London,region,2021-04-30,10_to_14,5415.5,14516
E12000007,London,region,2021-04-30,40_to_44,10061.6,33104
E12000007,London,region,2021-04-30,30_to_34,10342.3,41169
E12000007,London,region,2021-04-30,85_to_89,8049.8,4488
E12000007,London,region,2021-04-30,0_to_4,3002.9,8720
E12000007,London,region,2021-04-30,75_to_79,5109.2,5555
E12000007,London,region,2021-04-29,5_to_9,3081.0,9106
E12000007,London,region,2021-04-29,90+,11429.0,4366
E12000007,London,region,2021-04-29,80_to_84,6077.9,5187
E12000007,London,region,2021-04-29,35_to_39,9910.7,37038
E12000007,London,region,2021-04-29,75_to_79,5109.2,5555
E12000007,London,region,2021-04-29,85_to_89,8048.0,4487
E12000007,London,region,2021-04-29,15_to_19,9525.5,21873
E12000007,London,region,2021-04-29,45_to_49,9807.6,28961
E12000007,London,region,2021-04-29,30_to_34,10339.0,41156
E12000007,London,region,2021-04-29,60_to_64,7662.7,15911
E12000007,London,region,2021-04-29,65_to_69,5876.8,9819
E12000007,London,region,2021-04-29,10_to_14,5414.0,14512
E12000007,London,region,2021-04-29,0_to_4,3001.9,8717
E12000007,London,region,2021-04-29,70_to_74,4834.0,7261
E12000007,London,region,2021-04-29,40_to_44,10059.2,33096
E12000007,London,region,2021-04-29,25_to_29,11450.9,43044
E12000007,London,region,2021-04-29,55_to_59,8753.6,22731
E12000007,London,region,2021-04-29,50_to_54,9511.6,27333
E12000007,London,region,2021-04-29,20_to_24,12561.1,34232
E12000007,London,region,2021-04-28,10_to_14,5412.5,14508
E12000007,London,region,2021-04-28,80_to_84,6077.9,5187
E12000007,London,region,2021-04-28,15_to_19,9523.4,21868
E12000007,London,region,2021-04-28,60_to_64,7660.8,15907
E12000007,London,region,2021-04-28,50_to_54,9509.5,27327
E12000007,London,region,2021-04-28,55_to_59,8752.0,22727
E12000007,London,region,2021-04-28,45_to_49,9805.2,28954
E12000007,London,region,2021-04-28,90+,11429.0,4366
E12000007,London,region,2021-04-28,65_to_69,5876.2,9818
E12000007,London,region,2021-04-28,35_to_39,9907.5,37026
E12000007,London,region,2021-04-28,25_to_29,11446.4,43027
E12000007,London,region,2021-04-28,75_to_79,5109.2,5555
E12000007,London,region,2021-04-28,20_to_24,12558.2,34224
E12000007,London,region,2021-04-28,30_to_34,10337.0,41148
E12000007,London,region,2021-04-28,5_to_9,3078.3,9098
E12000007,London,region,2021-04-28,40_to_44,10056.1,33086
E12000007,London,region,2021-04-28,70_to_74,4833.3,7260
E12000007,London,region,2021-04-28,85_to_89,8046.2,4486
E12000007,London,region,2021-04-28,0_to_4,3001.5,8716
E12000007,London,region,2021-04-27,10_to_14,5404.3,14486
E12000007,London,region,2021-04-27,70_to_74,4832.6,7259
E12000007,London,region,2021-04-27,80_to_84,6077.9,5187
E12000007,London,region,2021-04-27,75_to_79,5109.2,5555
E12000007,London,region,2021-04-27,45_to_49,9800.5,28940
E12000007,London,region,2021-04-27,90+,11429.0,4366
E12000007,London,region,2021-04-27,65_to_69,5873.8,9814
E12000007,London,region,2021-04-27,35_to_39,9901.3,37003
E12000007,London,region,2021-04-27,5_to_9,3076.6,9093
E12000007,London,region,2021-04-27,25_to_29,11442.4,43012
E12000007,London,region,2021-04-27,85_to_89,8044.4,4485
E12000007,London,region,2021-04-27,0_to_4,2999.8,8711
E12000007,London,region,2021-04-27,30_to_34,10333.0,41132
E12000007,London,region,2021-04-27,60_to_64,7658.9,15903
E12000007,London,region,2021-04-27,50_to_54,9508.1,27323
E12000007,London,region,2021-04-27,15_to_19,9516.4,21852
E12000007,London,region,2021-04-27,55_to_59,8750.1,22722
E12000007,London,region,2021-04-27,40_to_44,10052.8,33075
E12000007,London,region,2021-04-27,20_to_24,12551.2,34205
E12000007,London,region,2021-04-26,10_to_14,5399.9,14474
E12000007,London,region,2021-04-26,5_to_9,3074.6,9087
E12000007,London,region,2021-04-26,0_to_4,2999.5,8710
E12000007,London,region,2021-04-26,65_to_69,5873.2,9813
E12000007,London,region,2021-04-26,75_to_79,5109.2,5555
E12000007,London,region,2021-04-26,40_to_44,10049.5,33064
E12000007,London,region,2021-04-26,85_to_89,8042.6,4484
E12000007,London,region,2021-04-26,45_to_49,9798.4,28934
E12000007,London,region,2021-04-26,15_to_19,9512.5,21843
E12000007,London,region,2021-04-26,90+,11429.0,4366
E12000007,London,region,2021-04-26,70_to_74,4831.3,7257
E12000007,London,region,2021-04-26,35_to_39,9896.5,36985
E12000007,London,region,2021-04-26,30_to_34,10329.9,41120
E12000007,London,region,2021-04-26,60_to_64,7656.4,15898
E12000007,London,region,2021-04-26,20_to_24,12547.2,34194
E12000007,London,region,2021-04-26,80_to_84,6074.4,5184
E12000007,London,region,2021-04-26,55_to_59,8748.2,22717
E12000007,London,region,2021-04-26,25_to_29,11437.4,42993
E12000007,London,region,2021-04-26,50_to_54,9504.3,27312
E12000007,London,region,2021-04-25,55_to_59,8745.9,22711
E12000007,London,region,2021-04-25,65_to_69,5871.4,9810
E12000007,London,region,2021-04-25,50_to_54,9499.4,27298
E12000007,London,region,2021-04-25,90+,11429.0,4366
E12000007,London,region,2021-04-25,80_to_84,6074.4,5184
E12000007,London,region,2021-04-25,40_to_44,10044.3,33047
E12000007,London,region,2021-04-25,15_to_19,9506.8,21830
E12000007,London,region,2021-04-25,75_to_79,5108.3,5554
E12000007,London,region,2021-04-25,70_to_74,4831.3,7257
E12000007,London,region,2021-04-25,60_to_64,7653.6,15892
E12000007,London,region,2021-04-25,85_to_89,8042.6,4484
E12000007,London,region,2021-04-25,45_to_49,9795.7,28926
E12000007,London,region,2021-04-25,35_to_39,9893.3,36973
E12000007,London,region,2021-04-25,0_to_4,2997.8,8705
E12000007,London,region,2021-04-25,10_to_14,5392.4,14454
E12000007,London,region,2021-04-25,5_to_9,3072.2,9080
E12000007,London,region,2021-04-25,30_to_34,10325.4,41102
E12000007,London,region,2021-04-25,20_to_24,12540.5,34176
E12000007,London,region,2021-04-25,25_to_29,11434.5,42982
E12000007,London,region,2021-04-24,60_to_64,7652.1,15889
E12000007,London,region,2021-04-24,10_to_14,5385.3,14435
E12000007,London,region,2021-04-24,0_to_4,2997.4,8704
E12000007,London,region,2021-04-24,90+,11429.0,4366
E12000007,London,region,2021-04-24,55_to_59,8744.7,22708
E12000007,London,region,2021-04-24,75_to_79,5106.4,5552
E12000007,London,region,2021-04-24,35_to_39,9891.7,36967
E12000007,London,region,2021-04-24,30_to_34,10321.7,41087
E12000007,London,region,2021-04-24,5_to_9,3069.5,9072
E12000007,London,region,2021-04-24,15_to_19,9502.4,21820
E12000007,London,region,2021-04-24,65_to_69,5869.6,9807
E12000007,London,region,2021-04-24,45_to_49,9793.0,28918
E12000007,London,region,2021-04-24,70_to_74,4831.3,7257
E12000007,London,region,2021-04-24,40_to_44,10041.5,33038
E12000007,London,region,2021-04-24,85_to_89,8042.6,4484
E12000007,London,region,2021-04-24,25_to_29,11429.9,42965
E12000007,London,region,2021-04-24,20_to_24,12533.6,34157
E12000007,London,region,2021-04-24,50_to_54,9495.9,27288
E12000007,London,region,2021-04-24,80_to_84,6073.2,5183
E12000007,London,region,2021-04-23,10_to_14,5380.1,14421
E12000007,London,region,2021-04-23,90+,11426.4,4365
E12000007,London,region,2021-04-23,75_to_79,5105.5,5551
E12000007,London,region,2021-04-23,20_to_24,12529.2,34145
E12000007,London,region,2021-04-23,40_to_44,10038.8,33029
E12000007,London,region,2021-04-23,15_to_19,9499.4,21813
E12000007,London,region,2021-04-23,60_to_64,7649.2,15883
E12000007,London,region,2021-04-23,70_to_74,4831.3,7257
E12000007,London,region,2021-04-23,55_to_59,8743.9,22706
E12000007,London,region,2021-04-23,50_to_54,9494.9,27285
E12000007,London,region,2021-04-23,5_to_9,3067.2,9065
E12000007,London,region,2021-04-23,80_to_84,6073.2,5183
