areaCode,areaName,areaType,date,age,rate,value
E12000007,London,region,2020-11-16,85_to_89,2907.5,1621
E12000007,London,region,2020-11-16,45_to_49,1738.6,5134
E12000007,London,region,2020-11-16,50_to_54,1691.2,4860
E12000007,London,region,2020-11-16,90+,4243.3,1621
E12000007,London,region,2020-11-16,55_to_59,1592.0,4134
E12000007,London,region,2020-11-16,25_to_29,2322.4,8730
E12000007,London,region,2020-11-16,10_to_14,757.7,2031
E12000007,London,region,2020-11-16,0_to_4,425.6,1236
E12000007,London,region,2020-11-16,5_to_9,392.5,1160
E12000007,London,region,2020-11-16,65_to_69,1155.1,1930
E12000007,London,region,2020-11-16,30_to_34,1903.7,7578
E12000007,London,region,2020-11-16,60_to_64,1374.0,2853
E12000007,London,region,2020-11-16,40_to_44,1614.2,5311
E12000007,London,region,2020-11-16,15_to_19,1930.1,4432
E12000007,London,region,2020-11-16,70_to_74,1075.8,1616
E12000007,London,region,2020-11-16,20_to_24,2524.5,6880
E12000007,London,region,2020-11-16,80_to_84,1881.8,1606
E12000007,London,region,2020-11-15,65_to_69,1135.4,1897
E12000007,London,region,2020-11-15,10_to_14,721.9,1935
E12000007,London,region,2020-11-15,30_to_34,1863.3,7417
E12000007,London,region,2020-11-15,40_to_44,1574.4,5180
E12000007,London,region,2020-11-15,85_to_89,2884.1,1608
E12000007,London,region,2020-11-15,50_to_54,1653.0,4750
E12000007,London,region,2020-11-15,55_to_59,1558.9,4048
E12000007,London,region,2020-11-15,75_to_79,1378.7,1499
E12000007,London,region,2020-11-15,90+,4201.5,1605
E12000007,London,region,2020-11-15,70_to_74,1049.2,1576
E12000007,London,region,2020-11-15,45_to_49,1686.8,4981
E12000007,London,region,2020-11-15,15_to_19,1876.1,4308
E12000007,London,region,2020-11-15,20_to_24,2479.0,6756
E12000007,London,region,2020-11-15,25_to_29,2273.7,8547
E12000007,London,region,2020-11-15,35_to_39,1569.1,5864
E12000007,London,region,2020-11-15,80_to_84,1858.4,1586
E12000007,London,region,2020-11-15,5_to_9,374.2,1106
E12000007,London,region,2020-11-15,0_to_4,407.4,1183
E12000007,London,region,2020-11-15,60_to_64,1348.0,2799
E12000007,London,region,2020-11-14,80_to_84,1844.3,1574
E12000007,London,region,2020-11-14,0_to_4,401.5,1166
E12000007,London,region,2020-11-14,45_to_49,1664.1,4914
E12000007,London,region,2020-11-14,85_to_89,2873.4,1602
E12000007,London,region,2020-11-14,90+,4180.5,1597
E12000007,London,region,2020-11-14,20_to_24,2446.4,6667
E12000007,London,region,2020-11-14,50_to_54,1631.4,4688
E12000007,London,region,2020-11-14,70_to_74,1035.9,1556
E12000007,London,region,2020-11-14,75_to_79,1366.7,1486
E12000007,London,region,2020-11-14,30_to_34,1841.4,7330
E12000007,London,region,2020-11-14,35_to_39,1543.7,5769
E12000007,London,region,2020-11-14,60_to_64,1328.7,2759
E12000007,London,region,2020-11-14,25_to_29,2243.2,8432
E12000007,London,region,2020-11-14,40_to_44,1546.1,5087
E12000007,London,region,2020-11-14,15_to_19,1853.0,4255
E12000007,London,region,2020-11-14,65_to_69,1119.2,1870
E12000007,London,region,2020-11-14,55_to_59,1537.3,3992
E12000007,London,region,2020-11-14,5_to_9,365.8,1081
E12000007,London,region,2020-11-14,10_to_14,708.5,1899
E12000007,London,region,2020-11-13,35_to_39,1520.9,5684
E12000007,London,region,2020-11-13,50_to_54,1607.7,4620
E12000007,London,region,2020-11-13,10_to_14,693.2,1858
E12000007,London,region,2020-11-13,20_to_24,2413.0,6576
E12000007,London,region,2020-11-13,85_to_89,2860.8,1595
E12000007,London,region,2020-11-13,60_to_64,1310.9,2722
E12000007,London,region,2020-11-13,90+,4175.3,1595
E12000007,London,region,2020-11-13,65_to_69,1101.9,1841
E12000007,London,region,2020-11-13,5_to_9,357.6,1057
E12000007,London,region,2020-11-13,15_to_19,1826.9,4195
E12000007,London,region,2020-11-13,55_to_59,1518.4,3943
E12000007,London,region,2020-11-13,45_to_49,1634.0,4825
E12000007,London,region,2020-11-13,75_to_79,1353.9,1472
E12000007,London,region,2020-11-13,30_to_34,1812.0,7213
E12000007,London,region,2020-11-13,80_to_84,1827.9,1560
E12000007,London,region,2020-11-13,70_to_74,1023.9,1538
E12000007,London,region,2020-11-13,0_to_4,394.3,1145
E12000007,London,region,2020-11-13,25_to_29,2210.7,8310
E12000007,London,region,2020-11-13,40_to_44,1515.7,4987
E12000007,London,region,2020-11-12,90+,4138.6,1581
E12000007,London,region,2020-11-12,5_to_9,346.1,1023
E12000007,London,region,2020-11-12,25_to_29,2162.3,8128
E12000007,London,region,2020-11-12,70_to_74,1009.9,1517
E12000007,London,region,2020-11-12,60_to_64,1282.5,2663
E12000007,London,region,2020-11-12,80_to_84,1817.4,1551
E12000007,London,region,2020-11-12,15_to_19,1780.7,4089
E12000007,London,region,2020-11-12,85_to_89,2844.7,1586
E12000007,London,region,2020-11-12,30_to_34,1773.6,7060
E12000007,London,region,2020-11-12,75_to_79,1337.3,1454
E12000007,London,region,2020-11-12,35_to_39,1479.5,5529
E12000007,London,region,2020-11-12,65_to_69,1084.5,1812
E12000007,London,region,2020-11-12,0_to_4,382.9,1112
E12000007,London,region,2020-11-12,20_to_24,2360.9,6434
E12000007,London,region,2020-11-12,45_to_49,1601.1,4728
E12000007,London,region,2020-11-12,50_to_54,1577.8,4534
E12000007,London,region,2020-11-12,55_to_59,1489.9,3869
E12000007,London,region,2020-11-12,40_to_44,1479.0,4866
E12000007,London,region,2020-11-12,10_to_14,673.8,1806
E12000007,London,region,2020-11-11,35_to_39,1440.4,5383
E12000007,London,region,2020-11-11,50_to_54,1547.2,4446
E12000007,London,region,2020-11-11,80_to_84,1796.3,1533
E12000007,London,region,2020-11-11,70_to_74,992.0,1490
E12000007,London,region,2020-11-11,55_to_59,1458.0,3786
E12000007,London,region,2020-11-11,40_to_44,1442.8,4747
E12000007,London,region,2020-11-11,45_to_49,1562.2,4613
E12000007,London,region,2020-11-11,85_to_89,2833.9,1580
E12000007,London,region,2020-11-11,75_to_79,1318.9,1434
E12000007,London,region,2020-11-11,60_to_64,1260.3,2617
E12000007,London,region,2020-11-11,15_to_19,1735.0,3984
E12000007,London,region,2020-11-11,20_to_24,2297.8,6262
E12000007,London,region,2020-11-11,90+,4117.7,1573
E12000007,London,region,2020-11-11,0_to_4,369.9,1074
E12000007,London,region,2020-11-11,25_to_29,2114.4,7948
E12000007,London,region,2020-11-11,10_to_14,652.1,1748
E12000007,London,region,2020-11-11,5_to_9,334.6,989
E12000007,London,region,2020-11-11,30_to_34,1731.1,6891
E12000007,London,region,2020-11-11,65_to_69,1064.2,1778
E12000007,London,region,2020-11-10,90+,4094.1,1564
E12000007,London,region,2020-11-10,85_to_89,2812.4,1568
E12000007,London,region,2020-11-10,80_to_84,1771.7,1512
E12000007,London,region,2020-11-10,35_to_39,1401.3,5237
E12000007,London,region,2020-11-10,20_to_24,2244.2,6116
E12000007,London,region,2020-11-10,60_to_64,1230.5,2555
E12000007,London,region,2020-11-10,50_to_54,1510.3,4340
E12000007,London,region,2020-11-10,0_to_4,355.0,1031
E12000007,London,region,2020-11-10,45_to_49,1527.0,4509
E12000007,London,region,2020-11-10,65_to_69,1043.2,1743
E12000007,London,region,2020-11-10,5_to_9,322.4,953
E12000007,London,region,2020-11-10,15_to_19,1689.3,3879
E12000007,London,region,2020-11-10,40_to_44,1406.9,4629
E12000007,London,region,2020-11-10,75_to_79,1302.4,1416
E12000007,London,region,2020-11-10,25_to_29,2056.4,7730
E12000007,London,region,2020-11-10,55_to_59,1428.7,3710
E12000007,London,region,2020-11-10,30_to_34,1684.9,6707
E12000007,London,region,2020-11-10,10_to_14,628.6,1685
E12000007,London,region,2020-11-10,70_to_74,964.0,1448
E12000007,London,region,2020-11-09,10_to_14,607.0,1627
E12000007,London,region,2020-11-09,40_to_44,1371.1,4511
E12000007,London,region,2020-11-09,55_to_59,1392.5,3616
E12000007,London,region,2020-11-09,45_to_49,1489.0,4397
E12000007,London,region,2020-11-09,15_to_19,1654.0,3798
E12000007,London,region,2020-11-09,5_to_9,311.3,920
E12000007,London,region,2020-11-09,80_to_84,1757.6,1500
E12000007,London,region,2020-11-09,50_to_54,1474.4,4237
E12000007,London,region,2020-11-09,75_to_79,1285.8,1398
E12000007,London,region,2020-11-09,65_to_69,1024.1,1711
E12000007,London,region,2020-11-09,30_to_34,1641.9,6536
E12000007,London,region,2020-11-09,20_to_24,2184.0,5952
E12000007,London,region,2020-11-09,0_to_4,343.0,996
E12000007,London,region,2020-11-09,25_to_29,2011.2,7560
E12000007,London,region,2020-11-09,60_to_64,1201.6,2495
E12000007,London,region,2020-11-09,70_to_74,942.7,1416
E12000007,London,region,2020-11-09,85_to_89,2790.9,1556
E12000007,London,region,2020-11-09,35_to_39,1370.3,5121
E12000007,London,region,2020-11-09,90+,4073.2,1556
E12000007,London,region,2020-11-08,30_to_34,1587.7,6320
E12000007,London,region,2020-11-08,60_to_64,1176.5,2443
E12000007,London,region,2020-11-08,80_to_84,1745.9,1490
E12000007,London,region,2020-11-08,90+,4047.0,1546
E12000007,London,region,2020-11-08,75_to_79,1262.8,1373
E12000007,London,region,2020-11-08,15_to_19,1605.7,3687
E12000007,London,region,2020-11-08,0_to_4,330.6,960
E12000007,London,region,2020-11-08,55_to_59,1358.2,3527
E12000007,London,region,2020-11-08,35_to_39,1336.6,4995
E12000007,London,region,2020-11-08,10_to_14,589.8,1581
E12000007,London,region,2020-11-08,25_to_29,1956.9,7356
E12000007,London,region,2020-11-08,5_to_9,297.1,878
E12000007,London,region,2020-11-08,70_to_74,923.4,1387
E12000007,London,region,2020-11-08,50_to_54,1432.0,4115
E12000007,London,region,2020-11-08,65_to_69,1000.1,1671
E12000007,London,region,2020-11-08,85_to_89,2772.9,1546
E12000007,London,region,2020-11-08,45_to_49,1453.8,4293
E12000007,London,region,2020-11-08,40_to_44,1334.0,4389
E12000007,London,region,2020-11-08,20_to_24,2120.2,5778
E12000007,London,region,2020-11-07,15_to_19,1580.4,3629
E12000007,London,region,2020-11-07,85_to_89,2755.0,1536
E12000007,London,region,2020-11-07,75_to_79,1256.4,1366
E12000007,London,region,2020-11-07,90+,4036.5,1542
E12000007,London,region,2020-11-07,50_to_54,1412.1,4058
E12000007,London,region,2020-11-07,10_to_14,582.0,1560
E12000007,London,region,2020-11-07,60_to_64,1160.7,2410
E12000007,London,region,2020-11-07,70_to_74,914.1,1373
E12000007,London,region,2020-11-07,55_to_59,1337.0,3472
E12000007,London,region,2020-11-07,35_to_39,1311.1,4900
E12000007,London,region,2020-11-07,80_to_84,1734.2,1480
E12000007,London,region,2020-11-07,30_to_34,1561.3,6215
E12000007,London,region,2020-11-07,25_to_29,1922.1,7225
E12000007,London,region,2020-11-07,45_to_49,1432.8,4231
E12000007,London,region,2020-11-07,65_to_69,988.7,1652
E12000007,London,region,2020-11-07,5_to_9,291.3,861
E12000007,London,region,2020-11-07,0_to_4,321.3,933
E12000007,London,region,2020-11-07,20_to_24,2083.9,5679
E12000007,London,region,2020-11-07,40_to_44,1317.0,4333
E12000007,London,region,2020-11-06,25_to_29,1898.4,7136
E12000007,London,region,2020-11-06,30_to_34,1538.4,6124
E12000007,London,region,2020-11-06,40_to_44,1297.2,4268
E12000007,London,region,2020-11-06,5_to_9,286.2,846
E12000007,London,region,2020-11-06,60_to_64,1147.6,2383
E12000007,London,region,2020-11-06,65_to_69,982.2,1641
E12000007,London,region,2020-11-06,0_to_4,316.1,918
E12000007,London,region,2020-11-06,10_to_14,570.1,1528
E12000007,London,region,2020-11-06,45_to_49,1416.2,4182
E12000007,London,region,2020-11-06,85_to_89,2719.1,1516
E12000007,London,region,2020-11-06,50_to_54,1394.0,4006
E12000007,London,region,2020-11-06,35_to_39,1294.0,4836
E12000007,London,region,2020-11-06,15_to_19,1556.5,3574
E12000007,London,region,2020-11-06,75_to_79,1243.5,1352
E12000007,London,region,2020-11-06,70_to_74,907.4,1363
E12000007,London,region,2020-11-06,80_to_84,1715.5,1464
E12000007,London,region,2020-11-06,90+,4020.8,1536
E12000007,London,region,2020-11-06,55_to_59,1318.6,3424
E12000007,London,region,2020-11-06,20_to_24,2046.8,5578
E12000007,London,region,2020-11-05,0_to_4,308.2,895
E12000007,London,region,2020-11-05,60_to_64,1126.9,2340
E12000007,London,region,2020-11-05,75_to_79,1227.9,1335
E12000007,London,region,2020-11-05,65_to_69,964.2,1611
E12000007,London,region,2020-11-05,50_to_54,1367.9,3931
E12000007,London,region,2020-11-05,70_to_74,892.1,1340
E12000007,London,region,2020-11-05,10_to_14,557.7,1495
E12000007,London,region,2020-11-05,40_to_44,1268.9,4175
E12000007,London,region,2020-11-05,85_to_89,2701.2,1506
E12000007,London,region,2020-11-05,80_to_84,1700.2,1451
E12000007,London,region,2020-11-05,30_to_34,1509.8,6010
E12000007,London,region,2020-11-05,35_to_39,1267.3,4736
E12000007,London,region,2020-11-05,90+,3981.6,1521
E12000007,London,region,2020-11-05,55_to_59,1298.5,3372
E12000007,London,region,2020-11-05,20_to_24,1996.2,5440
E12000007,London,region,2020-11-05,15_to_19,1532.5,3519
E12000007,London,region,2020-11-05,5_to_9,277.8,821
E12000007,London,region,2020-11-05,25_to_29,1855.6,6975
E12000007,London,region,2020-11-05,45_to_49,1389.5,4103
E12000007,London,region,2020-11-04,75_to_79,1216.8,1323
E12000007,London,region,2020-11-04,45_to_49,1361.7,4021
E12000007,London,region,2020-11-04,5_to_9,271.0,801
E12000007,London,region,2020-11-04,50_to_54,1340.1,3851
E12000007,London,region,2020-11-04,60_to_64,1108.6,2302
E12000007,London,region,2020-11-04,40_to_44,1244.0,4093
E12000007,London,region,2020-11-04,20_to_24,1948.8,5311
E12000007,London,region,2020-11-04,30_to_34,1477.1,5880
E12000007,London,region,2020-11-04,55_to_59,1277.0,3316
E12000007,London,region,2020-11-04,90+,3965.9,1515
E12000007,London,region,2020-11-04,80_to_84,1693.2,1445
E12000007,London,region,2020-11-04,0_to_4,298.2,866
E12000007,London,region,2020-11-04,65_to_69,947.4,1583
E12000007,London,region,2020-11-04,70_to_74,877.4,1318
E12000007,London,region,2020-11-04,25_to_29,1819.1,6838
E12000007,London,region,2020-11-04,15_to_19,1495.9,3435
E12000007,London,region,2020-11-04,85_to_89,2679.7,1494
E12000007,London,region,2020-11-04,10_to_14,542.1,1453
E12000007,London,region,2020-11-04,35_to_39,1242.6,4644
E12000007,London,region,2020-11-03,40_to_44,1216.1,4001
E12000007,London,region,2020-11-03,50_to_54,1316.1,3782
E12000007,London,region,2020-11-03,10_to_14,529.8,1420
E12000007,London,region,2020-11-03,0_to_4,291.0,845
E12000007,London,region,2020-11-03,60_to_64,1087.4,2258
E12000007,London,region,2020-11-03,45_to_49,1338.0,3951
E12000007,London,region,2020-11-03,15_to_19,1468.0,3371
E12000007,London,region,2020-11-03,55_to_59,1251.6,3250
E12000007,London,region,2020-11-03,85_to_89,2647.4,1476
E12000007,London,region,2020-11-03,75_to_79,1205.8,1311
E12000007,London,region,2020-11-03,30_to_34,1444.0,5748
E12000007,London,region,2020-11-03,70_to_74,868.1,1304
E12000007,London,region,2020-11-03,25_to_29,1781.1,6695
E12000007,London,region,2020-11-03,35_to_39,1212.9,4533
E12000007,London,region,2020-11-03,90+,3947.5,1508
E12000007,London,region,2020-11-03,65_to_69,933.1,1559
E12000007,London,region,2020-11-03,20_to_24,1904.4,5190
E12000007,London,region,2020-11-03,5_to_9,263.9,780
E12000007,London,region,2020-11-03,80_to_84,1675.6,1430
E12000007,London,region,2020-11-02,0_to_4,284.8,827
E12000007,London,region,2020-11-02,80_to_84,1663.9,1420
E12000007,London,region,2020-11-02,15_to_19,1439.7,3306
E12000007,London,region,2020-11-02,60_to_64,1066.3,2214
E12000007,London,region,2020-11-02,20_to_24,1857.8,5063
E12000007,London,region,2020-11-02,65_to_69,913.3,1526
E12000007,London,region,2020-11-02,25_to_29,1740.6,6543
E12000007,London,region,2020-11-02,50_to_54,1280.6,3680
E12000007,London,region,2020-11-02,40_to_44,1189.3,3913
E12000007,London,region,2020-11-02,10_to_14,507.4,1360
E12000007,London,region,2020-11-02,5_to_9,257.5,761
E12000007,London,region,2020-11-02,90+,3924.0,1499
E12000007,London,region,2020-11-02,45_to_49,1305.5,3855
E12000007,London,region,2020-11-02,75_to_79,1194.7,1299
E12000007,London,region,2020-11-02,55_to_59,1228.4,3190
E12000007,London,region,2020-11-02,35_to_39,1182.2,4418
E12000007,London,region,2020-11-02,70_to_74,856.8,1287
E12000007,London,region,2020-11-02,85_to_89,2624.1,1463
E12000007,London,region,2020-11-02,30_to_34,1413.1,5625
E12000007,London,region,2020-11-01,55_to_59,1193.8,3100
E12000007,London,region,2020-11-01,60_to_64,1040.3,2160
E12000007,London,region,2020-11-01,75_to_79,1172.7,1275
E12000007,London,region,2020-11-01,90+,3900.4,1490
E12000007,London,region,2020-11-01,15_to_19,1400.5,3216
E12000007,London,region,2020-11-01,20_to_24,1796.9,4897
E12000007,London,region,2020-11-01,25_to_29,1686.6,6340
E12000007,London,region,2020-11-01,0_to_4,274.8,798
E12000007,London,region,2020-11-01,45_to_49,1266.5,3740
E12000007,London,region,2020-11-01,5_to_9,248.4,734
E12000007,London,region,2020-11-01,70_to_74,842.8,1266
E12000007,London,region,2020-11-01,30_to_34,1367.6,5444
E12000007,London,region,2020-11-01,80_to_84,1645.1,1404
E12000007,London,region,2020-11-01,40_to_44,1152.2,3791
E12000007,London,region,2020-11-01,65_to_69,892.4,1491
E12000007,London,region,2020-11-01,10_to_14,488.4,1309
E12000007,London,region,2020-11-01,85_to_89,2606.1,1453
E12000007,London,region,2020-11-01,35_to_39,1139.9,4260
E12000007,London,region,2020-11-01,50_to_54,1249.3,3590
E12000007,London,region,2020-10-31,50_to_54,1231.9,3540
E12000007,London,region,2020-10-31,20_to_24,1766.4,4814
E12000007,London,region,2020-10-31,40_to_44,1135.8,3737
E12000007,London,region,2020-10-31,15_to_19,1387.5,3186
E12000007,London,region,2020-10-31,45_to_49,1251.6,3696
E12000007,London,region,2020-10-31,0_to_4,271.7,789
E12000007,London,region,2020-10-31,65_to_69,888.2,1484
E12000007,London,region,2020-10-31,85_to_89,2586.4,1442
E12000007,London,region,2020-10-31,55_to_59,1181.5,3068
E12000007,London,region,2020-10-31,35_to_39,1122.5,4195
E12000007,London,region,2020-10-31,80_to_84,1635.8,1396
E12000007,London,region,2020-10-31,60_to_64,1029.7,2138
E12000007,London,region,2020-10-31,30_to_34,1351.3,5379
E12000007,London,region,2020-10-31,70_to_74,832.2,1250
E12000007,London,region,2020-10-31,75_to_79,1155.2,1256
E12000007,London,region,2020-10-31,10_to_14,482.8,1294
E12000007,London,region,2020-10-31,5_to_9,243.6,720
E12000007,London,region,2020-10-31,25_to_29,1668.3,6271
E12000007,London,region,2020-10-31,90+,3884.7,1484
E12000007,London,region,2020-10-30,80_to_84,1632.3,1393
E12000007,London,region,2020-10-30,85_to_89,2575.6,1436
E12000007,London,region,2020-10-30,0_to_4,265.9,772
E12000007,London,region,2020-10-30,70_to_74,826.9,1242
E12000007,London,region,2020-10-30,90+,3882.1,1483
E12000007,London,region,2020-10-30,40_to_44,1113.3,3663
E12000007,London,region,2020-10-30,25_to_29,1635.3,6147
E12000007,London,region,2020-10-30,15_to_19,1371.8,3150
E12000007,London,region,2020-10-30,50_to_54,1216.9,3497
E12000007,London,region,2020-10-30,75_to_79,1149.7,1250
E12000007,London,region,2020-10-30,45_to_49,1232.7,3640
E12000007,London,region,2020-10-30,10_to_14,473.8,1270
E12000007,London,region,2020-10-30,30_to_34,1332.4,5304
E12000007,London,region,2020-10-30,65_to_69,880.4,1471
E12000007,London,region,2020-10-30,60_to_64,1018.6,2115
E12000007,London,region,2020-10-30,20_to_24,1741.5,4746
E12000007,London,region,2020-10-30,55_to_59,1166.4,3029
E12000007,London,region,2020-10-30,35_to_39,1102.4,4120
E12000007,London,region,2020-10-30,5_to_9,238.2,704
E12000007,London,region,2020-10-29,40_to_44,1087.2,3577
E12000007,London,region,2020-10-29,30_to_34,1304.3,5192
E12000007,London,region,2020-10-29,25_to_29,1601.2,6019
E12000007,London,region,2020-10-29,70_to_74,818.9,1230
E12000007,London,region,2020-10-29,20_to_24,1704.1,4644
E12000007,London,region,2020-10-29,75_to_79,1138.6,1238
E12000007,London,region,2020-10-29,65_to_69,860.7,1438
E12000007,London,region,2020-10-29,60_to_64,1000.3,2077
E12000007,London,region,2020-10-29,10_to_14,462.6,1240
E12000007,London,region,2020-10-29,45_to_49,1203.9,3555
E12000007,London,region,2020-10-29,35_to_39,1077.0,4025
E12000007,London,region,2020-10-29,90+,3863.8,1476
E12000007,London,region,2020-10-29,85_to_89,2555.9,1425
E12000007,London,region,2020-10-29,80_to_84,1620.5,1383
E12000007,London,region,2020-10-29,0_to_4,258.6,751
E12000007,London,region,2020-10-29,5_to_9,231.4,684
E12000007,London,region,2020-10-29,15_to_19,1348.7,3097
E12000007,London,region,2020-10-29,50_to_54,1193.6,3430
E12000007,London,region,2020-10-29,55_to_59,1144.1,2971
E12000007,London,region,2020-10-28,75_to_79,1128.5,1227
E12000007,London,region,2020-10-28,50_to_54,1172.0,3368
E12000007,London,region,2020-10-28,90+,3842.8,1468
E12000007,London,region,2020-10-28,70_to_74,812.2,1220
E12000007,London,region,2020-10-28,35_to_39,1050.3,3925
E12000007,London,region,2020-10-28,30_to_34,1270.4,5057
E12000007,London,region,2020-10-28,25_to_29,1565.0,5883
E12000007,London,region,2020-10-28,0_to_4,251.7,731
E12000007,London,region,2020-10-28,5_to_9,226.7,670
E12000007,London,region,2020-10-28,80_to_84,1600.6,1366
E12000007,London,region,2020-10-28,10_to_14,452.5,1213
E12000007,London,region,2020-10-28,65_to_69,843.3,1409
E12000007,London,region,2020-10-28,40_to_44,1063.5,3499
E12000007,London,region,2020-10-28,20_to_24,1666.6,4542
E12000007,London,region,2020-10-28,15_to_19,1320.0,3031
E12000007,London,region,2020-10-28,55_to_59,1120.6,2910
E12000007,London,region,2020-10-28,45_to_49,1178.2,3479
E12000007,London,region,2020-10-28,85_to_89,2536.2,1414
E12000007,London,region,2020-10-28,60_to_64,983.9,2043
E12000007,London,region,2020-10-27,50_to_54,1150.8,3307
E12000007,London,region,2020-10-27,25_to_29,1520.6,5716
E12000007,London,region,2020-10-27,85_to_89,2521.8,1406
E12000007,London,region,2020-10-27,80_to_84,1591.2,1358
E12000007,London,region,2020-10-27,35_to_39,1023.5,3825
E12000007,London,region,2020-10-27,10_to_14,440.6,1181
E12000007,London,region,2020-10-27,30_to_34,1237.0,4924
E12000007,London,region,2020-10-27,20_to_24,1621.1,4418
E12000007,London,region,2020-10-27,90+,3824.5,1461
E12000007,London,region,2020-10-27,75_to_79,1117.5,1215
E12000007,London,region,2020-10-27,70_to_74,800.2,1202
E12000007,London,region,2020-10-27,40_to_44,1039.8,3421
E12000007,London,region,2020-10-27,60_to_64,961.8,1997
E12000007,London,region,2020-10-27,55_to_59,1101.8,2861
E12000007,London,region,2020-10-27,45_to_49,1154.1,3408
E12000007,London,region,2020-10-27,65_to_69,829.5,1386
E12000007,London,region,2020-10-27,5_to_9,220.3,651
E12000007,London,region,2020-10-27,15_to_19,1298.2,2981
E12000007,London,region,2020-10-27,0_to_4,243.8,708
E12000007,London,region,2020-10-26,20_to_24,1578.6,4302
E12000007,London,region,2020-10-26,25_to_29,1483.9,5578
E12000007,London,region,2020-10-26,10_to_14,429.0,1150
E12000007,London,region,2020-10-26,15_to_19,1264.7,2904
E12000007,London,region,2020-10-26,85_to_89,2514.7,1402
E12000007,London,region,2020-10-26,35_to_39,994.3,3716
E12000007,London,region,2020-10-26,80_to_84,1579.5,1348
E12000007,London,region,2020-10-26,90+,3814.0,1457
E12000007,London,region,2020-10-26,55_to_59,1078.6,2801
E12000007,London,region,2020-10-26,45_to_49,1130.4,3338
E12000007,London,region,2020-10-26,40_to_44,1010.9,3326
E12000007,London,region,2020-10-26,60_to_64,939.1,1950
E12000007,London,region,2020-10-26,0_to_4,238.0,691
E12000007,London,region,2020-10-26,30_to_34,1199.8,4776
E12000007,London,region,2020-10-26,5_to_9,214.9,635
E12000007,London,region,2020-10-26,70_to_74,794.9,1194
E12000007,London,region,2020-10-26,50_to_54,1126.8,3238
E12000007,London,region,2020-10-26,75_to_79,1108.3,1205
E12000007,London,region,2020-10-26,65_to_69,822.4,1374
E12000007,London,region,2020-10-25,10_to_14,412.2,1105
E12000007,London,region,2020-10-25,85_to_89,2500.3,1394
E12000007,London,region,2020-10-25,0_to_4,229.7,667
E12000007,London,region,2020-10-25,30_to_34,1160.6,4620
E12000007,London,region,2020-10-25,50_to_54,1097.6,3154
E12000007,London,region,2020-10-25,35_to_39,959.5,3586
E12000007,London,region,2020-10-25,60_to_64,916.5,1903
E12000007,London,region,2020-10-25,70_to_74,784.2,1178
E12000007,London,region,2020-10-25,25_to_29,1436.3,5399
E12000007,London,region,2020-10-25,45_to_49,1096.2,3237
E12000007,London,region,2020-10-25,75_to_79,1102.8,1199
E12000007,London,region,2020-10-25,80_to_84,1569.0,1339
E12000007,London,region,2020-10-25,40_to_44,974.7,3207
E12000007,London,region,2020-10-25,20_to_24,1521.3,4146
E12000007,London,region,2020-10-25,65_to_69,809.8,1353
E12000007,London,region,2020-10-25,15_to_19,1226.3,2816
E12000007,London,region,2020-10-25,90+,3800.9,1452
E12000007,London,region,2020-10-25,55_to_59,1053.6,2736
E12000007,London,region,2020-10-25,5_to_9,206.1,609
E12000007,London,region,2020-10-24,40_to_44,959.8,3158
E12000007,London,region,2020-10-24,50_to_54,1079.8,3103
E12000007,London,region,2020-10-24,20_to_24,1495.6,4076
E12000007,London,region,2020-10-24,35_to_39,939.7,3512
E12000007,London,region,2020-10-24,45_to_49,1079.3,3187
E12000007,London,region,2020-10-24,80_to_84,1560.8,1332
E12000007,London,region,2020-10-24,10_to_14,400.3,1073
E12000007,London,region,2020-10-24,65_to_69,800.8,1338
E12000007,London,region,2020-10-24,5_to_9,202.3,598
E12000007,London,region,2020-10-24,25_to_29,1410.8,5303
E12000007,London,region,2020-10-24,55_to_59,1039.8,2700
E12000007,London,region,2020-10-24,0_to_4,225.6,655
E12000007,London,region,2020-10-24,30_to_34,1140.8,4541
E12000007,London,region,2020-10-24,70_to_74,782.2,1175
E12000007,London,region,2020-10-24,60_to_64,906.8,1883
E12000007,London,region,2020-10-24,90+,3798.3,1451
E12000007,London,region,2020-10-24,85_to_89,2491.3,1389
E12000007,London,region,2020-10-24,15_to_19,1207.2,2772
E12000007,London,region,2020-10-24,75_to_79,1096.3,1192
E12000007,London,region,2020-10-23,60_to_64,895.3,1859
E12000007,London,region,2020-10-23,40_to_44,935.8,3079
E12000007,London,region,2020-10-23,75_to_79,1091.7,1187
E12000007,London,region,2020-10-23,65_to_69,793.0,1325
E12000007,London,region,2020-10-23,0_to_4,219.0,636
E12000007,London,region,2020-10-23,50_to_54,1060.3,3047
E12000007,London,region,2020-10-23,30_to_34,1119.2,4455
E12000007,London,region,2020-10-23,5_to_9,196.9,582
E12000007,London,region,2020-10-23,45_to_49,1060.0,3130
E12000007,London,region,2020-10-23,35_to_39,919.7,3437
E12000007,London,region,2020-10-23,15_to_19,1186.3,2724
E12000007,London,region,2020-10-23,90+,3790.5,1448
E12000007,London,region,2020-10-23,20_to_24,1465.2,3993
E12000007,London,region,2020-10-23,25_to_29,1386.0,5210
E12000007,London,region,2020-10-23,85_to_89,2478.8,1382
E12000007,London,region,2020-10-23,55_to_59,1029.7,2674
E12000007,London,region,2020-10-23,70_to_74,772.9,1161
E12000007,London,region,2020-10-23,80_to_84,1558.4,1330
E12000007,London,region,2020-10-23,10_to_14,388.0,1040
